L_air,L_cut,L_cut_base,L_kerf_extra,L_lead,L_shared,N_lift,T_est,U,board,kerf_mode,lead_in,lead_out,min_trails_lb,n_comp,n_parts,n_stroke,n_tabs,odd_total,stroke_over_lb,tool_d
6759.030348696384,22029.59289474462,21408.0,301.59289474462014,320.0,0.0,16,136.46602517111586,0.9377257457672669,1,tool_center,10.0,10.0,10,10,4,16,16,20,1.6,6.0
7279.735014973438,28717.938009881545,27669.0,508.93800988154646,540.0,0.0,27,179.7491600793546,0.9393879333512497,2,tool_center,10.0,10.0,17,17,6,27,24,30,1.588235294117647,6.0
6774.263260155208,14342.393782901543,13798.5,263.89378290154264,280.0,0.0,14,96.46049543481814,0.905063826928245,3,tool_center,10.0,10.0,10,10,3,14,12,18,1.4,6.0
8096.5765181201195,29671.98223686155,28118.0,753.9822368615503,800.0,0.0,40,196.55306422054798,0.8974956328943833,4,tool_center,10.0,10.0,26,26,9,40,36,40,1.5384615384615385,6.0
6918.182118896359,18490.38934211693,17558.0,452.3893421169302,480.0,0.0,24,125.48831094837738,0.9241185165278151,5,tool_center,10.0,10.0,14,14,5,24,18,20,1.7142857142857142,6.0
7333.080879840369,23987.3362335677,22783.0,584.3362335677015,620.0,0.0,31,159.40284292751926,0.9238937785541521,6,tool_center,10.0,10.0,19,19,7,31,27,28,1.631578947368421,6.0
9827.3086166279,35700.27424344925,33447.0,1093.274243449248,1160.0,0.0,58,244.55598845050204,0.8899069470572427,7,tool_center,10.0,10.0,36,36,13,58,52,54,1.6111111111111112,6.0
8671.78188607222,27043.880460547705,25334.5,829.3804605477054,880.0,0.0,44,187.76296607488297,0.9090581328943832,8,tool_center,10.0,10.0,28,28,10,44,40,42,1.5714285714285714,6.0
7922.972810386728,17402.39023027385,16547.699999999997,414.6902302738527,440.0,0.0,22,120.4578967721427,0.9404118852459017,9,tool_center,10.0,10.0,15,15,5,22,20,24,1.4666666666666666,6.0
8624.75544554822,22647.28312501847,21171.0,716.2831250184728,760.0,0.0,38,160.8859265161888,0.8699254232733137,10,tool_center,10.0,10.0,23,23,8,38,31,36,1.6521739130434783,6.0
8115.010030578823,20385.734457253857,19026.0,659.7344572538566,700.0,0.0,35,146.15869234742695,0.9305295115560334,11,tool_center,10.0,10.0,22,22,8,35,31,30,1.5909090909090908,6.0
8673.941980962856,15795.787565803086,14708.0,527.7875658030853,560.0,0.0,28,118.72682179094116,0.9088171022574577,12,tool_center,10.0,10.0,18,18,6,28,23,24,1.5555555555555556,6.0
8016.657563879231,21239.53534541078,19957.5,622.0353454107791,660.0,0.0,33,148.63099185481235,0.9001948400967482,13,tool_center,10.0,10.0,20,20,7,33,27,30,1.65,6.0
10119.848253161195,24007.92912831232,22182.0,885.9291283123216,940.0,0.0,47,177.879342147884,0.8718989350980919,14,tool_center,10.0,10.0,28,28,10,47,39,42,1.6785714285714286,6.0
7949.2462758903275,17304.08845396001,16294.0,490.0884539600077,520.0,0.0,26,123.2189348215807,0.8296311475409837,15,tool_center,10.0,10.0,17,17,6,26,24,26,1.5294117647058822,6.0
8899.795673320641,22431.931348704627,20800.25,791.6813487046279,840.0,0.0,42,163.55924809016443,0.862556268476216,16,tool_center,10.0,10.0,27,27,9,42,36,42,1.5555555555555556,6.0
10069.600538108014,21817.83179278309,20225.0,772.8317927830891,820.0,0.0,41,162.0283600401315,0.7972428446654125,17,tool_center,10.0,10.0,25,25,9,41,35,40,1.64,6.0
9746.082882565059,22619.32912831232,20793.4,885.9291283123216,940.0,0.0,47,170.18881140669174,0.8394770055092716,18,tool_center,10.0,10.0,29,29,10,47,39,42,1.6206896551724137,6.0
9742.177862282682,23392.327351998476,21411.0,961.3273519984767,1020.0,0.0,51,177.24599248455775,0.819932561811341,19,tool_center,10.0,10.0,31,31,11,51,44,50,1.6451612903225807,6.0
10610.195108297492,19310.03090462617,17639.5,810.5309046261666,860.0,0.0,43,152.1705447397258,0.7256347420048375,20,tool_center,10.0,10.0,27,27,9,43,36,40,1.5925925925925926,6.0
11699.173837211289,22974.575131606172,20799.0,1055.5751316061705,1120.0,0.0,56,183.07122333245346,0.7606680831765654,21,tool_center,10.0,10.0,33,33,12,56,47,48,1.696969696969697,6.0
14176.910630101062,27356.71491780156,24287.6,1489.114917801562,1580.0,0.0,79,228.33739584920994,0.7855,22,tool_center,10.0,10.0,49,49,16,79,64,68,1.6122448979591837,6.0
12445.04618016352,24926.91491780155,21857.79999999999,1489.114917801562,1580.0,0.0,79,212.7246669493348,0.6051134775597957,23,tool_center,10.0,10.0,47,47,17,79,68,72,1.6808510638297873,6.0
