L_air,L_cut,L_cut_base,L_kerf_extra,L_lead,L_shared,N_lift,T_est,U,board,kerf_mode,lead_in,lead_out,min_trails_lb,n_comp,n_parts,n_stroke,n_tabs,odd_total,stroke_over_lb,tool_d
7550.197402999368,15128.690230273853,14274.0,414.6902302738527,440.0,7179.0,22,108.34384595736799,0.9377257457672669,1,tool_center,10.0,10.0,16,10,4,22,16,32,1.375,6.0
8666.197541067464,19476.933569096935,18039.5,697.4335690969341,740.0,9707.0,37,144.3170629276196,0.9393879333512497,2,tool_center,10.0,10.0,27,17,6,37,24,54,1.3703703703703705,6.0
6876.090976487987,11588.592894744621,10967.0,301.59289474462014,320.0,2869.0,16,84.49514642669908,0.905063826928245,3,tool_center,10.0,10.0,13,10,3,16,12,26,1.2307692307692308,6.0
8982.67686279042,21140.274243449247,18887.0,1093.274243449248,1160.0,9381.0,58,170.06672494282708,0.8974956328943833,4,tool_center,10.0,10.0,42,26,9,58,36,84,1.380952380952381,6.0
6983.409577506715,13507.486677646162,12342.0,565.4866776461628,600.0,5296.0,30,105.50425254324423,0.9241185165278151,5,tool_center,10.0,10.0,22,14,5,30,18,44,1.3636363636363635,6.0
9278.968285567793,17695.03090462617,16024.5,810.5309046261666,860.0,6878.5,43,141.43309109426642,0.9238937785541521,6,tool_center,10.0,10.0,31,19,7,43,27,62,1.3870967741935485,6.0
10671.74111575229,25213.362697409255,21950.0,1583.3626974092558,1680.0,11724.0,84,214.61029571855084,0.8899069470572427,7,tool_center,10.0,10.0,60,36,13,84,52,120,1.4,6.0
9988.689832318005,19515.62157897848,17029.25,1206.3715789784806,1280.0,8473.0,64,168.75548755952843,0.9090581328943832,8,tool_center,10.0,10.0,46,28,10,64,40,92,1.391304347826087,6.0
7885.3348809291465,13654.386233567702,12450.050000000001,584.3362335677015,620.0,4174.0,31,108.8426009296968,0.9404118852459017,9,tool_center,10.0,10.0,23,15,5,31,20,46,1.3478260869565217,6.0
8768.505849920173,17113.827351998476,15132.5,961.3273519984767,1020.0,6162.0,51,143.90614845983274,0.8699254232733137,10,tool_center,10.0,10.0,37,23,8,51,31,74,1.3783783783783783,6.0
8607.132096875142,15217.477796076939,13275.0,942.4777960769379,1000.0,5900.5,50,133.30165317413497,0.9305295115560334,11,tool_center,10.0,10.0,36,22,8,50,31,72,1.3888888888888888,6.0
8287.503839890513,12574.283125018474,11098.0,716.2831250184728,760.0,3720.0,38,109.8464233048734,0.9088171022574577,12,tool_center,10.0,10.0,28,18,6,38,23,56,1.3571428571428572,6.0
9427.048884986601,15992.630460547705,14283.25,829.3804605477054,880.0,5787.0,44,134.0172500727117,0.9001948400967482,13,tool_center,10.0,10.0,32,20,7,44,27,64,1.375,6.0
9458.330452706507,18590.62157897848,16104.25,1206.3715789784806,1280.0,6238.0,64,163.0697688003054,0.8718989350980919,14,tool_center,10.0,10.0,46,28,10,64,39,92,1.391304347826087,6.0
9112.660182153722,13559.433569096935,12122.0,697.4335690969341,740.0,4260.5,37,115.6224882097921,0.8296311475409837,15,tool_center,10.0,10.0,27,17,6,37,24,54,1.3703703703703705,6.0
11215.047501151344,17538.575131606172,15363.0,1055.5751316061705,1120.0,5594.5,56,154.92297066033356,0.862556268476216,16,tool_center,10.0,10.0,41,26,9,56,36,82,1.3658536585365855,6.0
9644.670330251756,16610.97557568463,14474.25,1036.7255756846316,1100.0,5891.0,55,146.34421853892667,0.7972428446654125,17,tool_center,10.0,10.0,40,25,9,55,34,80,1.375,6.0
10242.154942972755,17679.222023056944,15231.7,1187.5220230569419,1260.0,5728.2,63,159.28042000123025,0.8394770055092716,18,tool_center,10.0,10.0,46,29,10,63,39,92,1.3695652173913044,6.0
12652.388956235676,19009.66802635079,16212.5,1357.1680263507906,1440.0,5368.5,72,177.9531180442253,0.819932561811341,19,tool_center,10.0,10.0,52,32,11,72,43,104,1.3846153846153846,6.0
8941.18840896084,15314.126019763093,13216.25,1017.8760197630929,1080.0,4616.0,54,137.65300691673713,0.7256347420048375,20,tool_center,10.0,10.0,38,22,9,54,35,76,1.4210526315789473,6.0
12166.93913571607,18501.86713819387,15627.0,1394.8671381938682,1480.0,5404.0,74,176.0432139624015,0.7606680831765654,21,tool_center,10.0,10.0,52,30,12,74,47,104,1.4230769230769231,6.0
12550.815407490769,22498.9564803108,18691.7,1847.2564803107985,1960.0,5961.8,98,215.99641321653556,0.7855,22,tool_center,10.0,10.0,68,38,16,98,64,136,1.4411764705882353,6.0
12171.184933807597,20798.74981913388,16408.75,2129.9998191338796,2260.0,5740.0,113,218.73611896328458,0.6051134775597957,23,tool_center,10.0,10.0,79,45,17,113,68,158,1.4303797468354431,6.0
