Upi,Fleng,Fwidth,RawLength,RawWidth,Quantity,Material,Graining,UniqueEdgeId1LeadingEdge,UniqueEdgeId2LeadingEdge,UniqueEdgeId3LeadingEdge,UniqueEdgeId4LeadingEdge,Orientation,Materialflow,SerialNumber,Customernumber,Cart,PartName,Batchnumber,ErpEdge,CsvRemark,DoubleFaces,Thickness,MillingType,Reverse,PackQuantity,PackNumber,SwplQuantity,LotCode,LotDesc,ProjectName,Ftlx,Fen,Color,CabinetNo,DrillingType,WareFlag,ProductColor,CrId,NailFlag,PickupDate,ItemCodeSimple,EmergencyFlag,GIndex,SubBatchArea,DealerName,PVC,LineNo,FlowName,OptimizeList,FactoryCode,Info6DrillingNo,ItemCode,DiagonalLine,DoolFleng,DoolFwidth,DateTimeType,BatchSeq,SeeLightFlag,ReproduceFlag,CabinetNumber,ProductTypeName,PartTypeName,ModelType,HhWall,HhHandleface,DoorSerialNumber,HhLocktype,HhHingetype,OrderBrand,LineItemName,LineItemCode,HhMachiningOne,DetailRemark,HhBottomdis,DePlanComments,HgDoorSerialNumber,IsInsertedPanelLine,OldTaskNo,OldNeedItemNumber,TransverseStriation,HandleRemark,Specification,ProductDateEnd,BatchOrder,SourceColor,HhSpecification,HhMachiningTwo,HhSeq,MmGroovemessage,SealDarkintDamper,DoorPocketNum,HandleShortName,ColourTonal,MmColourmixture,MmSpecOrderRemark,BatchCarNo,BatchCarNoIndex,GcPanelType,SpecialProcess,EdgebandColour,SurfaceColor,EdgebandLogoFlag,TypeOfProduction,OriginLength,OriginWidth,DrillingNoLastFour,EdgebandLogoFlagExtend,HalmaMillType,CpnOuterColorDescriptionZH,PackageBatch,Shape,ShapeFlag,OrderBrandClass,Handle,PotColor,SpellTrayCode,TrayCode,Suite,RouteName,CommentsInValue,FilmCoverItemCode,FilmCoverPictureCode,Layer,SingleOrderSeat,SingleOrderArea,LastCol
1317240000000.0,878.0,369.0,879.0,369.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0120102400516-2,13,18mm底板(吊柜)(VA),ZJ_ZN241102A1-1,四○,,,18,,,14,14,7,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1317238261113-13-1,,11月5日,,,,柜3区,潍坊旗舰,034B,66,智能矩形,,131723826,,FG0221810VA,952.39,878.0,369.0,B,1,,,,,,,,,118-66,,,索菲亚,18mm底板(吊柜)(VA),,  ,,扇地缝:,,13-66,0,,,,,878*369*18,,ZJ_ZN241102A1-1 | P0120102400516-2,034B,18*369*878,,118-66-,,；；,,,深花色,,,0,0,,,34,,,,879.0,369.5,1113,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P040,,,6,,,,,,,End
1317240000000.0,608.0,877.5,609.0,878.5,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_16,381279230,P0120102400516-2,13,吊柜18mm背板(VA),ZJ_ZN241102A1-1,四,,双,18,,,14,5,2,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A8,,,1317238261115-13-1,,11月5日,,,,柜3区,潍坊旗舰,034B,68,智能矩形,,131723826,1317240000000.0,FB11815VA,1067.55,608.0,877.5,B,1,,,,,,,,,118-68,,,索菲亚,吊柜18mm背板(VA),,  ,,扇地缝:,,13-68,0,,,,,608*877.5*18,,ZJ_ZN241102A1-1 | P0120102400516-2,034B,18*877.5*608,,118-68-,,；；,,,深花色,,,0,0,,,34,,,,609.0,878.5,1115,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P040,,,6,,,,,,,End
1319090000000.0,284.0,323.0,285.0,323.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P0120052400199-4,28,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,+,7,3,9,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319094181034-28-1,,11月5日,,,,柜3区,潍坊,034B,18,智能矩形,,131909418,,FG0318019VA,430.1,284.0,323.0,B,1,,,,,,,,,58-18,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,28-18,0,,,,,284*323*18,,ZJ_ZN241102A1-1 | P0120052400199-4,034B,18*323*284,,58-18-,,；；,,,深花色,,,0,0,,,34,,,,285.0,323.5,1034,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1316230000000.0,393.0,361.0,394.0,361.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P1433462400172-2,58,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,13,9,10,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1316229201039-58-1,,11月5日,,,,柜3区,南京,034B,35,智能矩形,,131622920,,FG0318019VA,533.64,393.0,361.0,B,1,,,,,,,,,98-35,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,58-35,0,,,,,393*361*18,,ZJ_ZN241102A1-1 | P1433462400172-2,034B,18*361*393,,98-35-,,；；,,,深花色,,,0,0,,,34,,,,394.0,361.5,1039,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1317640000000.0,2000.0,362.0,2001.0,362.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_16,381279230,Y0358052401007-2,101,5号柜顶柜18MM背板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,14,5,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1317639011026-101-1,,11月5日,,,,柜3区,上海市闵行,034B,41,智能矩形,,131763901,1317640000000.0,FB11812VA,2032.5,2000.0,362.0,B,1,,,,,,,,,79-41,,,索菲亚,5号柜顶柜18MM背板(VA),,  ,,扇地缝:,,101-41,0,,,,,2000*362*18,,ZJ_ZN241102A1-1 | Y0358052401007-2,034B,18*362*2000,,79-41-,,；；,,,深花色,,,0,0,,,34,,,,2001.0,362.5,1026,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y124,,,6,,,,,,,End
1318470000000.0,1884.0,303.0,1885.0,303.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3345212400167-3,75,非标下固层(VA),ZJ_ZN241102A1-1,四○,,双,18,,,1,1,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318473921008-75-1,,11月5日,,,,柜3区,哈尔滨市,034B,1,智能矩形,,131847392,1318470000000.0,FG0218019VA,1908.21,1884.0,303.0,B,1,,,,,,,,,1月24日,,,索菲亚,非标下固层(VA),,  ,,扇地缝:,,Jan-75,0,,,,,1884*303*18,,ZJ_ZN241102A1-1 | P3345212400167-3,034B,18*303*1884,,24-1-,,；；,,,深花色,,,0,0,,,34,,,,1885.0,303.5,1008,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1319840000000.0,832.0,60.0,832.0,61.0,1,VA_18_034B,1,FBD6_22_034,,FBD6_22_034,,0,1_6_10T,381279230,P1183012400472-2,88,非标18mm脚线(木塞)(VA),ZJ_ZN241102A1-1,2H,按新脚线规则打孔,,18,,,1,1,9,ZJ_ZN241102A1-1(1),,,小板件,,034BENF,,A6,,,1319839101011-88-1,,11月5日,,,,柜1区,启东,034B,10,4.0小板件,,131983910,,FJ031802VA,834.16,832.0,60.0,B,1,,,,,,,,,Oct-35,,,索菲亚,非标18mm脚线(木塞)(VA),,  ,,扇地缝:,,Oct-88,0,,,,,832*60*18,,ZJ_ZN241102A1-1 | P1183012400472-2,034B,18*60*832,,35-10-,,；；,,,深花色,,,0,0,,,34,,,,832.0,61.0,1011,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P009,,,6,,,,,,,End
1319090000000.0,514.0,70.0,514.0,71.0,1,VA_18_034B,1,FBD6_22_034,,FBD6_22_034,,0,1_6_10T,381279230,P0120052400199-4,28,支撑顶柜18mm加固条(VA),ZJ_ZN241102A1-1,2H,,,18,,,1,1,10,ZJ_ZN241102A1-1(1),,,小板件,,034BENF,,A6,,,1319094181019-28-1,,11月5日,,,,柜1区,潍坊,034B,41,4.0小板件,,131909418,,FG0218VA,518.74,514.0,70.0,B,1,,,,,,,,,58-41,,,索菲亚,支撑顶柜18mm加固条(VA),,  ,,扇地缝:,,28-41,0,,,,,514*70*18,,ZJ_ZN241102A1-1 | P0120052400199-4,034B,18*70*514,,58-41-,,；；,,,深花色,,,0,0,,,34,,,,514.0,71.0,1019,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1317240000000.0,878.0,363.0,879.0,363.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P0120102400516-2,13,非标下固层(VA),ZJ_ZN241102A1-1,四○,,双,18,,,14,9,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1317238261029-13-1,,11月5日,,,,柜3区,潍坊旗舰,034B,104,智能矩形,,131723826,1317240000000.0,FG0218019VA,950.08,878.0,363.0,B,1,,,,,,,,,118-104,,,索菲亚,非标下固层(VA),,  ,,扇地缝:,,13-104,0,,,,,878*363*18,,ZJ_ZN241102A1-1 | P0120102400516-2,034B,18*363*878,,118-104-,,；；,,,深花色,,,0,0,,,34,,,,879.0,363.5,1029,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P040,,,6,,,,,,,End
1319560000000.0,664.0,311.0,665.0,311.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0013012400275-6,56,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,10,9,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319560921026-56-1,,11月5日,,,,柜3区,常州,034B,17,智能矩形,,131956092,,FG0318019VA,733.22,664.0,311.0,B,1,,,,,,,,,47-17,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,56-17,0,,,,,664*311*18,,ZJ_ZN241102A1-1 | P0013012400275-6,034B,18*311*664,,47-17-,,；；,,,深花色,,,0,0,,,34,,,,665.0,311.5,1026,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P029,,,6,,,,,,,End
