Upi,Fleng,Fwidth,RawLength,RawWidth,Quantity,Material,Graining,UniqueEdgeId1LeadingEdge,UniqueEdgeId2LeadingEdge,UniqueEdgeId3LeadingEdge,UniqueEdgeId4LeadingEdge,Orientation,Materialflow,SerialNumber,Customernumber,Cart,PartName,Batchnumber,ErpEdge,CsvRemark,DoubleFaces,Thickness,MillingType,Reverse,PackQuantity,PackNumber,SwplQuantity,LotCode,LotDesc,ProjectName,Ftlx,Fen,Color,CabinetNo,DrillingType,WareFlag,ProductColor,CrId,NailFlag,PickupDate,ItemCodeSimple,EmergencyFlag,GIndex,SubBatchArea,DealerName,PVC,LineNo,FlowName,OptimizeList,FactoryCode,Info6DrillingNo,ItemCode,DiagonalLine,DoolFleng,DoolFwidth,DateTimeType,BatchSeq,SeeLightFlag,ReproduceFlag,CabinetNumber,ProductTypeName,PartTypeName,ModelType,HhWall,HhHandleface,DoorSerialNumber,HhLocktype,HhHingetype,OrderBrand,LineItemName,LineItemCode,HhMachiningOne,DetailRemark,HhBottomdis,DePlanComments,HgDoorSerialNumber,IsInsertedPanelLine,OldTaskNo,OldNeedItemNumber,TransverseStriation,HandleRemark,Specification,ProductDateEnd,BatchOrder,SourceColor,HhSpecification,HhMachiningTwo,HhSeq,MmGroovemessage,SealDarkintDamper,DoorPocketNum,HandleShortName,ColourTonal,MmColourmixture,MmSpecOrderRemark,BatchCarNo,BatchCarNoIndex,GcPanelType,SpecialProcess,EdgebandColour,SurfaceColor,EdgebandLogoFlag,TypeOfProduction,OriginLength,OriginWidth,DrillingNoLastFour,EdgebandLogoFlagExtend,HalmaMillType,CpnOuterColorDescriptionZH,PackageBatch,Shape,ShapeFlag,OrderBrandClass,Handle,PotColor,SpellTrayCode,TrayCode,Suite,RouteName,CommentsInValue,FilmCoverItemCode,FilmCoverPictureCode,Layer,SingleOrderSeat,SingleOrderArea,LastCol
1319570000000.0,232.0,515.0,233.0,515.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_12,381279230,J2789012400031-2,43,非标18mm见光侧板(右)(VA),ZJ_ZN241102A1-1,四K○|K1,1右,,18,B4,,13,3,8,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319567681005-43-1,,11月5日,,,,柜3区,J常州一米,034B,42,智能矩形,,131956768,,FC11801RVA,564.84,232.0,515.0,B,1,★,,,,,,,,108-42,,,索菲亚,非标18mm见光侧板(右)(VA),,  ,,扇地缝:,,43-42,0,,,,,232*515*18,,ZJ_ZN241102A1-1 | J2789012400031-2,034B,18*515*232,,108-42-,,；；,,右,深花色,,,0,0,,,34,,,,233.0,515.5,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1319570000000.0,417.0,293.0,418.0,293.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,J2789012400031-2,43,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,13,8,10,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319567681094-43-1,,11月5日,,,,柜3区,J常州一米,034B,78,智能矩形,,131956768,,FG0118018VA,509.64,417.0,293.0,B,1,,,,,,,,,108-78,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,43-78,0,,,,,417*293*18,,ZJ_ZN241102A1-1 | J2789012400031-2,034B,18*293*417,,108-78-,,；；,,,深花色,,,0,0,,,34,,,,418.0,293.5,1094,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1319380000000.0,643.0,60.0,643.0,61.0,1,VA_18_034B,1,FBD6_22_034,,FBD6_22_034,,0,1_6_10T,381279230,P2746032400241-6,22,非标18mm脚线(木塞)(VA),ZJ_ZN241102A1-1,2H,按新脚线规则打孔,,18,,,1,1,20,ZJ_ZN241102A1-1(1),,,小板件,,034BENF,,A6,,,1319383801032-22-1,,11月5日,,,,柜1区,平潭县,034B,46,4.0小板件,,131938380,,FJ031802VA,645.79,643.0,60.0,B,1,,,,,,,,,64-46,,,索菲亚,非标18mm脚线(木塞)(VA),,  ,,扇地缝:,,22-46,0,,,,,643*60*18,,ZJ_ZN241102A1-1 | P2746032400241-6,034B,18*60*643,,64-46-,,；；,,,深花色,,,0,0,,,34,,,,643.0,61.0,1032,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1319570000000.0,300.0,330.0,301.0,330.0,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_10,381279230,J2789012400031-2,43,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,+,13,5,5,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A4,,,1319567681017-43-1,,11月5日,,,,柜3区,J常州一米,034B,54,智能矩形,,131956768,,FC11801VA,445.98,300.0,330.0,B,1,★,,,,,,,,108-54,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,43-54,0,,,,,300*330*18,,ZJ_ZN241102A1-1 | J2789012400031-2,034B,18*330*300,,108-54-,,；；,,,深花色,,,0,0,,,34,,,,301.0,330.0,1017,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1318480000000.0,827.0,563.0,828.0,563.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3345172400849-10,82,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,11,11,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318477621016-82-1,,11月5日,,,,柜3区,哈尔滨市,034B,30,智能矩形,,131847762,,FG0118018VA,1000.45,827.0,563.0,B,1,,,,,,,,,62-30,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,82-30,0,,,,,827*563*18,,ZJ_ZN241102A1-1 | P3345172400849-10,034B,18*563*827,,62-30-,,；；,,,深花色,,,0,0,,,34,,,,828.0,563.5,1016,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1319570000000.0,2118.0,555.0,2118.0,555.0,1,VA_18_034B,1,FBD0041_034,FBD0041_034,FBD0041_034,FBD0041_034,0,1_6,381279230,J2789012400031-2,43,非标18mm面板(VA),ZJ_ZN241102A1-1,四△,,,18,,,13,1,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A1,,,1319567681090-43-1,,11月5日,,,,柜3区,J常州一米,034B,74,智能矩形,,131956768,,FT218VA,2189.51,2118.0,555.0,B,1,,,,,,,,,108-74,,,索菲亚,非标18mm面板(VA),,  ,,扇地缝:,,43-74,0,,,,,2118*555*18,,ZJ_ZN241102A1-1 | J2789012400031-2,034B,18*555*2118,,108-74-,,；；,,,深花色,,,0,0,,,34,,,,2118.0,555.0,1090,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1319570000000.0,1626.0,329.0,1627.0,329.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,J2789012400031-2,43,非标18mm底固层(打三合一)(VA),ZJ_ZN241102A1-1,四○,,双,18,,,13,12,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319567681103-43-1,,11月5日,,,,柜3区,J常州一米,034B,6,智能矩形,,131956768,1319570000000.0,FG031854VA,1658.95,1626.0,329.0,B,1,,,,,,,,,108-6,,,索菲亚,非标18mm底固层(打三合一)(VA),,  ,,扇地缝:,,Jun-43,0,,,,,1626*329*18,,ZJ_ZN241102A1-1 | J2789012400031-2,034B,18*329*1626,,108-6-,,；；,,,深花色,,,0,0,,,34,,,,1627.0,329.5,1103,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1319770000000.0,2398.0,510.0,2399.0,510.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3621012400165-2,50,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左， 内进10K,,18,B5,,8,7,1,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319765641003-50-1,,11月5日,,,,柜3区,安丘市,034B,48,智能矩形,,131976564,,FC11801LVA,2451.63,2398.0,510.0,B,1,★,,,,,,,,66-48,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,50-48,0,,,,,2398*510*18,,ZJ_ZN241102A1-1 | P3621012400165-2,034B,18*510*2398,,66-48-,,；；,,左,深花色,,,0,0,,,34,,,,2399.0,510.5,1003,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P088,,,6,10K,,,,,,End
1319880000000.0,1270.0,310.0,1271.0,310.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0609022400141-6,53,非标18mm见光侧板(右)(VA),ZJ_ZN241102A1-1,四K○|K1,1右,,18,B4,,5,1,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319878961005-53-1,,11月5日,,,,柜3区,寿光,034B,5,智能矩形,,131987896,,FC11801RVA,1307.29,1270.0,310.0,B,1,★,,,,,,,,May-55,,,索菲亚,非标18mm见光侧板(右)(VA),,  ,,扇地缝:,,May-53,0,,,,,1270*310*18,,ZJ_ZN241102A1-1 | P0609022400141-6,034B,18*310*1270,,55-5-,,；；,,右,深花色,,,0,0,,,34,,,,1271.0,310.5,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1319500000000.0,820.0,751.0,821.0,751.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-8,62,18mm层板(型材另配五金)(VA),ZJ_ZN241102A1-1,四○,,,18,,,5,5,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A6,,,1319497531013-62-1,,11月5日,,,,柜3区,吴江,034B,26,智能矩形,,131949753,,FG0321826VA,1111.94,820.0,751.0,B,1,,,,,,,,,36-26,,,索菲亚,18mm层板(型材另配五金)(VA),,  ,,扇地缝:,,62-26,0,,,,,820*751*18,,ZJ_ZN241102A1-1 | Y0112032400254-8,034B,18*751*820,,36-26-,,；；,,,深花色,,,0,0,,,34,,,,821.0,751.5,1013,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
