uid,Upi,Fleng,Fwidth
1,1318110000000.0,564.0,541.0
2,1320030000000.0,1576.0,550.0
3,1319090000000.0,712.0,248.5
4,1320020000000.0,625.0,80.0
5,1316810000000.0,1368.0,60.0
6,1319090000000.0,440.0,120.0
7,1319570000000.0,780.0,551.0
8,1320030000000.0,509.0,331.0
9,1319650000000.0,310.7,293.0
10,1319600000000.0,326.0,321.0
11,1320030000000.0,1401.0,350.0
12,1319660000000.0,182.0,519.0
13,1319090000000.0,435.0,544.0
14,1319090000000.0,1164.0,563.0
15,1320030000000.0,590.0,544.0
16,1319650000000.0,1686.0,294.0
17,1319650000000.0,313.5,549.5
18,1319600000000.0,326.0,321.0
19,1320020000000.0,327.0,260.0
20,1319500000000.0,2220.0,474.0
21,1319500000000.0,726.0,473.0
22,1318110000000.0,812.5,540.0
23,1320030000000.0,717.5,458.5
24,1319650000000.0,310.7,364.5
25,1318110000000.0,1534.0,541.0
26,1320030000000.0,509.0,331.0
27,1319650000000.0,415.0,288.0
28,1319650000000.0,1686.0,294.0
29,1318110000000.0,2347.0,560.0
30,1319570000000.0,2320.0,554.0
31,1320030000000.0,1259.0,219.0
32,1320020000000.0,895.0,603.0
33,1319090000000.0,403.0,531.0
34,1318110000000.0,564.0,559.0
35,1319650000000.0,310.7,789.5
36,1319600000000.0,899.5,322.0
37,1320640000000.0,849.0,523.0
38,1319660000000.0,163.5,517.0
39,1319090000000.0,870.0,300.0
40,1320030000000.0,976.0,220.0
41,1319090000000.0,679.0,313.0
42,1318390000000.0,683.0,861.5
43,1320030000000.0,509.0,251.0
44,1319650000000.0,313.5,293.0
45,1319650000000.0,310.7,293.0
46,1319650000000.0,2370.0,289.0
47,1319660000000.0,2271.0,294.0
48,1320030000000.0,717.5,458.5
49,1319660000000.0,2352.0,524.0
50,1320020000000.0,233.0,448.5
51,1318390000000.0,300.0,300.0
52,1319650000000.0,310.7,549.5
53,1318110000000.0,812.5,540.0
54,1319570000000.0,511.0,281.0
55,1319090000000.0,284.0,312.0
56,1319500000000.0,2220.0,294.0
57,1319600000000.0,1014.0,323.0
58,1319500000000.0,1482.0,352.0
59,1319650000000.0,310.7,559.5
60,1319650000000.0,310.7,293.0
61,1319500000000.0,727.0,291.0
62,1320030000000.0,976.0,220.0
63,1319650000000.0,831.0,316.0
64,1320020000000.0,895.0,603.0
65,1317460000000.0,900.0,989.0
66,1320030000000.0,2326.0,544.0
67,1319600000000.0,670.0,321.0
68,1319600000000.0,670.0,321.0
69,1319500000000.0,727.0,291.0
70,1320020000000.0,625.0,80.0
71,1319090000000.0,500.0,120.0
72,1320030000000.0,413.0,199.0
73,1319500000000.0,2220.0,474.0
74,1319500000000.0,1482.0,500.0
75,1318110000000.0,685.0,378.0
76,1318110000000.0,357.5,539.0
77,1319090000000.0,2040.0,544.0
78,1318390000000.0,862.0,279.0
79,1319650000000.0,845.5,317.0
80,1319660000000.0,2352.0,230.0
81,1320020000000.0,1399.5,263.5
82,1319090000000.0,513.0,551.0
83,1318390000000.0,875.0,380.0
84,1319090000000.0,589.0,60.0
85,1319500000000.0,718.0,60.0
86,1319650000000.0,313.5,549.5
87,1319650000000.0,1679.0,180.0
88,1320020000000.0,497.0,449.0
89,1320020000000.0,264.0,343.0
90,1319090000000.0,755.0,420.0
91,1319090000000.0,1832.0,755.0
92,1318390000000.0,1590.0,354.0
93,1319570000000.0,780.0,553.0
94,1320020000000.0,264.0,343.0
95,1318110000000.0,894.0,560.0
96,1318110000000.0,564.0,559.0
97,1319570000000.0,511.0,281.0
98,1320030000000.0,459.0,729.0
99,1319880000000.0,2119.0,160.0
100,1319880000000.0,582.0,160.0
101,1319500000000.0,2265.0,70.0
102,1319570000000.0,1634.0,70.0
103,1318390000000.0,900.0,360.0
104,1319090000000.0,403.0,330.0
105,1319650000000.0,415.0,288.0
106,1319650000000.0,415.0,288.0
107,1319500000000.0,2220.0,294.0
108,1319600000000.0,1014.0,323.0
109,1319570000000.0,780.0,80.0
110,1317460000000.0,900.0,100.0
111,1319570000000.0,780.0,60.0
112,1318390000000.0,862.0,261.0
113,1319650000000.0,1686.0,294.0
114,1319090000000.0,312.0,320.0
115,1318390000000.0,420.0,353.0
116,1318390000000.0,862.0,279.0
117,1318470000000.0,664.0,291.0
118,1320640000000.0,849.0,523.0
119,1319650000000.0,831.0,316.0
120,1319090000000.0,485.0,580.0
121,1319090000000.0,435.0,544.0
122,1318390000000.0,875.0,380.0
123,1319500000000.0,727.0,293.0
124,1318110000000.0,685.0,771.0
125,1319570000000.0,2320.0,288.0
126,1319500000000.0,726.0,60.0
127,1319090000000.0,564.0,543.0
128,1319090000000.0,589.0,413.0
129,1318110000000.0,564.0,559.0
130,1320030000000.0,1671.0,570.0
131,1319660000000.0,463.0,520.0
132,1319500000000.0,1326.0,373.5
133,1318390000000.0,310.0,293.0
134,1318110000000.0,479.0,161.0
135,1318110000000.0,2347.0,479.0
136,1318110000000.0,450.0,894.0
137,1319880000000.0,2200.0,334.0
138,1319660000000.0,2271.0,270.0
139,1319090000000.0,2040.0,570.0
140,1319090000000.0,435.0,344.0
141,1318390000000.0,1759.5,263.0
142,1319600000000.0,326.0,321.0
143,1319570000000.0,2320.0,554.0
144,1320030000000.0,836.0,199.0
145,1319090000000.0,233.5,312.0
146,1319090000000.0,936.0,400.5
147,1320030000000.0,123.5,510.0
148,1319500000000.0,344.8,70.0
149,1319090000000.0,1394.0,60.0
150,1320030000000.0,459.0,729.0
151,1320030000000.0,1490.0,730.0
152,1319650000000.0,415.0,288.0
153,1319650000000.0,310.7,459.5
154,1319650000000.0,1686.0,294.0
155,1319500000000.0,718.0,293.0
156,1319090000000.0,870.0,550.0
157,1318390000000.0,862.0,279.0
158,1320020000000.0,270.0,300.0
159,1320030000000.0,509.0,100.0
160,1320020000000.0,625.0,80.0
161,1318110000000.0,516.0,70.0
162,1319650000000.0,830.0,316.0
163,1320020000000.0,606.0,100.0
164,1319600000000.0,932.5,345.5
165,1320030000000.0,405.0,199.0
166,1319650000000.0,2370.0,295.0
167,1319650000000.0,310.7,293.0
168,1319500000000.0,784.0,352.0
169,1319880000000.0,600.0,150.0
170,1319570000000.0,780.0,60.0
171,1319500000000.0,727.0,60.0
172,1318110000000.0,1614.0,70.0
173,1319090000000.0,1044.0,70.0
174,1320030000000.0,142.0,530.0
175,1319650000000.0,1679.0,318.0
176,1319660000000.0,640.0,530.0
177,1320020000000.0,449.0,299.0
178,1318390000000.0,720.0,280.0
179,1318390000000.0,490.0,354.0
180,1320030000000.0,590.0,544.0
181,1319500000000.0,867.0,373.5
182,1319500000000.0,1326.0,373.5
183,1320030000000.0,123.5,569.5
184,1319090000000.0,1164.0,60.0
185,1320640000000.0,482.0,460.0
186,1319660000000.0,1502.0,530.0
187,1319660000000.0,1502.0,530.0
188,1319090000000.0,389.0,343.0
189,1319880000000.0,600.0,334.0
190,1319090000000.0,1044.0,543.0
191,1319090000000.0,463.0,931.5
192,1319090000000.0,679.0,60.0
193,1319090000000.0,435.0,344.0
194,1318390000000.0,420.0,353.0
195,1318390000000.0,2000.0,354.0
196,1318390000000.0,876.0,353.0
197,1319880000000.0,2200.0,150.0
198,1319090000000.0,1394.0,60.0
199,1319500000000.0,2289.0,70.0
200,1320030000000.0,1258.5,249.5
201,1320030000000.0,599.5,483.5
202,1320030000000.0,405.0,199.0
203,1319090000000.0,403.5,230.0
204,1319090000000.0,403.0,841.5
205,1318390000000.0,420.0,353.0
206,1314680000000.0,1244.0,70.0
207,1319600000000.0,1014.0,60.0
208,1319090000000.0,564.0,70.0
209,1319650000000.0,310.7,293.0
210,1319650000000.0,310.7,313.0
211,1319600000000.0,2400.0,324.0
212,1319600000000.0,670.0,321.0
213,1320020000000.0,570.0,260.0
214,1319650000000.0,310.7,724.5
215,1319090000000.0,312.0,320.0
216,1319650000000.0,310.7,293.0
217,1319090000000.0,870.0,530.0
218,1318110000000.0,564.0,559.0
219,1319650000000.0,310.7,369.5
220,1319650000000.0,415.0,288.0
221,1318390000000.0,420.0,353.0
222,1318390000000.0,876.0,353.0
223,1318110000000.0,685.0,378.0
224,1319090000000.0,679.0,60.0
225,1319500000000.0,726.0,60.0
226,1318390000000.0,900.0,354.0
227,1318390000000.0,310.0,293.0
228,1320640000000.0,982.0,460.0
229,1319090000000.0,755.0,439.0
230,1320640000000.0,2352.0,524.0
231,1319660000000.0,944.0,523.0
232,1319500000000.0,867.0,373.5
233,1319650000000.0,415.0,288.0
234,1319660000000.0,944.0,523.0
235,1319090000000.0,936.0,400.0
236,1319090000000.0,1044.0,543.0
237,1319090000000.0,1164.0,563.0
238,1319090000000.0,755.0,550.0
239,1318390000000.0,876.0,353.0
240,1318390000000.0,575.5,352.0
241,1319500000000.0,2220.0,300.0
242,1320640000000.0,482.0,460.0
243,1319660000000.0,164.0,503.0
244,1319570000000.0,2320.0,554.0
245,1320030000000.0,405.0,199.0
246,1320030000000.0,484.0,531.0
247,1319650000000.0,830.0,316.0
248,1319660000000.0,1594.0,518.0
249,1319660000000.0,481.0,522.0
250,1319090000000.0,1394.0,313.0
251,1320030000000.0,326.0,198.0
252,1318110000000.0,1534.0,541.0
253,1320030000000.0,1634.0,509.0
254,1319600000000.0,950.5,350.0
255,1320030000000.0,142.0,530.0
256,1319090000000.0,544.0,70.0
257,1319090000000.0,1064.0,70.0
258,1318390000000.0,2106.0,353.0
259,1319090000000.0,712.5,300.0
260,1319500000000.0,867.0,373.5
261,1318110000000.0,601.0,70.0
262,1320030000000.0,1259.0,219.0
263,1320030000000.0,546.0,370.0
264,1320030000000.0,766.0,543.0
265,1319090000000.0,435.0,544.0
266,1318390000000.0,2000.0,354.0
267,1319090000000.0,870.0,550.0
268,1320030000000.0,671.0,200.0
269,1319650000000.0,310.7,449.5
270,1319090000000.0,513.0,551.0
271,1319090000000.0,755.0,550.0
272,1319090000000.0,2040.0,544.0
273,1318390000000.0,862.0,261.0
274,1318390000000.0,876.0,353.0
275,1319090000000.0,852.0,230.0
276,1318110000000.0,479.0,161.0
277,1318110000000.0,2347.0,180.0
278,1318390000000.0,1044.0,351.0
279,1318390000000.0,720.0,280.0
280,1318390000000.0,720.0,280.0
281,1318390000000.0,1590.0,354.0
282,1319090000000.0,463.5,240.0
283,1319650000000.0,310.7,459.5
284,1319650000000.0,310.7,293.0
285,1319650000000.0,415.0,288.0
286,1319570000000.0,780.0,553.0
287,1320030000000.0,1259.0,219.0
288,1319500000000.0,726.0,60.0
289,1319500000000.0,726.0,60.0
290,1319090000000.0,589.0,60.0
291,1318110000000.0,1614.0,70.0
292,1319500000000.0,718.0,60.0
293,1318390000000.0,420.0,353.0
294,1320030000000.0,123.5,1045.5
295,1319090000000.0,1044.0,60.0
296,1319090000000.0,312.0,320.0
297,1320030000000.0,1401.0,350.0
298,1320020000000.0,264.0,343.0
299,1319660000000.0,1501.5,454.0
300,1319090000000.0,435.0,544.0
301,1318390000000.0,876.0,353.0
302,1319090000000.0,500.0,350.0
303,1319650000000.0,313.5,549.5
304,1319650000000.0,1686.0,294.0
305,1319090000000.0,2040.0,564.0
306,1319090000000.0,1044.0,543.0
307,1319570000000.0,780.0,60.0
308,1319500000000.0,727.0,60.0
309,1319090000000.0,564.0,543.0
310,1319650000000.0,2395.0,315.0
311,1319500000000.0,726.0,60.0
312,1319500000000.0,727.0,60.0
313,1319880000000.0,709.0,70.0
314,1320020000000.0,464.0,80.0
315,1319650000000.0,313.5,293.0
316,1319650000000.0,310.7,403.5
