uid,Upi,Fleng,Fwidth
1,1316230000000.0,175.0,525.0
2,1319090000000.0,1004.0,70.0
3,1316230000000.0,902.0,330.0
4,1318750000000.0,2355.0,327.0
5,1320030000000.0,932.0,354.0
6,1319660000000.0,415.0,233.0
7,1318240000000.0,528.0,344.0
8,1318240000000.0,480.0,364.0
9,1320030000000.0,2321.0,334.0
10,1320030000000.0,731.0,248.0
11,1318470000000.0,862.0,279.0
12,1319560000000.0,878.0,323.0
13,1320450000000.0,1538.0,675.0
14,1318470000000.0,914.0,353.0
15,1318470000000.0,743.0,280.0
16,1318470000000.0,900.0,360.0
17,1318240000000.0,1570.0,334.0
18,1318240000000.0,982.0,367.0
19,1318470000000.0,862.0,279.0
20,1316230000000.0,1284.0,538.0
21,1319090000000.0,666.0,330.0
22,1318240000000.0,2090.0,363.0
23,1318470000000.0,914.0,323.0
24,1319660000000.0,2347.0,544.0
25,1318240000000.0,347.0,581.0
26,1319660000000.0,474.0,411.0
27,1319650000000.0,2382.0,535.0
28,1319560000000.0,1847.0,310.0
29,1318240000000.0,347.0,581.0
30,1320450000000.0,441.0,303.0
31,1316230000000.0,2005.0,539.0
32,1316230000000.0,865.0,310.0
33,1319090000000.0,164.5,312.0
34,1319650000000.0,1457.0,450.0
35,1319560000000.0,1226.0,323.0
36,1318240000000.0,417.0,363.0
37,1318240000000.0,480.0,364.0
38,1319090000000.0,1004.0,453.0
39,1320450000000.0,650.0,655.0
40,1319090000000.0,828.4,309.0
41,1320030000000.0,463.0,333.0
42,1318240000000.0,399.5,1113.5
43,1319650000000.0,514.0,332.0
44,1318240000000.0,982.0,869.0
45,1318750000000.0,1224.0,308.0
46,1318750000000.0,804.0,303.0
47,1319880000000.0,455.5,251.0
48,1318240000000.0,869.0,299.0
49,1318240000000.0,425.5,279.0
50,1320030000000.0,823.0,353.0
51,1318750000000.0,982.0,327.0
52,1318750000000.0,558.5,307.0
53,1318750000000.0,595.0,327.0
54,1318750000000.0,384.0,294.0
55,1319660000000.0,415.0,233.0
56,1318750000000.0,804.0,308.0
57,1318750000000.0,804.0,303.0
58,1320030000000.0,768.0,250.0
59,1318470000000.0,1759.5,263.0
60,1318470000000.0,263.0,280.0
61,1318470000000.0,914.0,353.0
62,1316230000000.0,375.0,480.0
63,1319660000000.0,415.0,233.0
64,1319660000000.0,424.5,540.0
65,1319560000000.0,448.0,309.0
66,1318240000000.0,799.0,363.0
67,1318470000000.0,300.0,300.0
68,1318470000000.0,1058.0,351.0
69,1319660000000.0,2347.0,234.0
70,1319560000000.0,421.0,343.0
71,1318240000000.0,417.0,363.0
72,1320030000000.0,2321.0,334.0
73,1319880000000.0,1980.0,324.0
74,1318750000000.0,384.0,282.0
75,1318240000000.0,417.0,70.0
76,1320450000000.0,441.0,303.0
77,1318240000000.0,425.5,279.0
78,1318750000000.0,384.0,310.0
79,1318750000000.0,982.0,327.0
80,1320030000000.0,953.0,333.0
81,1318240000000.0,356.0,331.0
82,1316230000000.0,1144.0,311.0
83,1320450000000.0,600.0,304.0
84,1319650000000.0,932.0,450.0
85,1319650000000.0,2382.0,535.0
86,1319560000000.0,182.0,330.0
87,1318240000000.0,1080.5,362.0
88,1320450000000.0,1433.0,60.0
89,1318240000000.0,1114.0,150.0
90,1318470000000.0,862.0,261.0
91,1319090000000.0,1247.0,665.5
92,1318750000000.0,674.0,305.0
93,1320030000000.0,768.0,250.0
94,1319090000000.0,902.5,452.0
95,1320450000000.0,650.0,655.0
96,1318470000000.0,1400.0,294.0
97,1319090000000.0,902.0,320.0
98,1319090000000.0,400.6,311.0
99,1320450000000.0,777.0,654.0
100,1319660000000.0,903.5,541.0
101,1319660000000.0,866.0,543.0
102,1319560000000.0,182.0,330.0
103,1319560000000.0,1883.5,896.0
104,1318240000000.0,425.5,361.0
105,1320450000000.0,441.0,303.0
106,1318240000000.0,1114.0,333.0
107,1318470000000.0,914.0,353.0
108,1319660000000.0,866.0,543.0
109,1319090000000.0,640.5,312.0
110,1319090000000.0,1247.0,311.0
111,1319660000000.0,474.0,411.0
112,1319660000000.0,866.0,543.0
113,1319650000000.0,2382.0,544.0
114,1319560000000.0,1884.0,330.0
115,1319560000000.0,2197.0,324.0
116,1319560000000.0,1847.0,310.0
117,1318470000000.0,1760.0,299.0
118,1318750000000.0,926.0,318.0
119,1318750000000.0,1224.0,595.0
120,1319560000000.0,2222.0,344.0
121,1319650000000.0,1457.0,450.0
122,1320450000000.0,300.5,301.0
123,1318750000000.0,1644.0,320.0
124,1318750000000.0,384.0,310.0
125,1319880000000.0,455.5,251.0
126,1316230000000.0,311.5,472.0
127,1320450000000.0,777.0,654.0
128,1318240000000.0,425.5,361.0
129,1319090000000.0,1002.0,311.0
130,1320450000000.0,640.0,628.0
131,1319660000000.0,2347.0,544.0
132,1319650000000.0,2382.0,544.0
133,1320450000000.0,918.0,302.0
134,1318240000000.0,983.0,868.5
135,1318240000000.0,480.0,600.0
136,1318240000000.0,799.0,363.0
137,1318470000000.0,575.5,352.0
138,1319090000000.0,902.0,320.0
139,1318750000000.0,384.0,298.0
140,1318750000000.0,982.0,327.0
141,1320450000000.0,613.5,776.5
142,1316230000000.0,1445.5,535.0
143,1318470000000.0,1607.0,354.0
144,1319560000000.0,182.0,330.0
145,1318240000000.0,528.0,344.0
146,1318240000000.0,1811.0,410.0
147,1320450000000.0,382.0,309.0
148,1320030000000.0,815.0,353.0
149,1318470000000.0,706.0,861.5
150,1319090000000.0,629.0,310.0
151,1320450000000.0,777.0,634.0
152,1320030000000.0,398.0,353.0
153,1319090000000.0,666.0,330.0
154,1320450000000.0,918.0,303.0
155,1320450000000.0,441.0,303.0
156,1320030000000.0,463.0,333.0
157,1320030000000.0,953.0,333.0
158,1320030000000.0,953.0,333.0
159,1318240000000.0,1020.0,300.0
160,1319090000000.0,1004.0,110.0
161,1318630000000.0,299.0,70.0
162,1318750000000.0,450.0,327.0
163,1319650000000.0,2382.0,405.0
164,1316230000000.0,375.0,480.0
165,1319660000000.0,419.0,438.0
166,1319650000000.0,366.0,543.0
167,1319560000000.0,896.0,311.0
168,1319880000000.0,1980.0,324.0
169,1320030000000.0,932.0,354.0
170,1319090000000.0,400.6,309.0
171,1318750000000.0,384.0,310.0
172,1318750000000.0,804.0,308.0
173,1318750000000.0,804.0,303.0
174,1319660000000.0,445.0,455.0
175,1318240000000.0,869.0,70.0
