Upi,Fleng,Fwidth,RawLength,RawWidth,Quantity,Material,Graining,UniqueEdgeId1LeadingEdge,UniqueEdgeId2LeadingEdge,UniqueEdgeId3LeadingEdge,UniqueEdgeId4LeadingEdge,Orientation,Materialflow,SerialNumber,Customernumber,Cart,PartName,Batchnumber,ErpEdge,CsvRemark,DoubleFaces,Thickness,MillingType,Reverse,PackQuantity,PackNumber,SwplQuantity,LotCode,LotDesc,ProjectName,Ftlx,Fen,Color,CabinetNo,DrillingType,WareFlag,ProductColor,CrId,NailFlag,PickupDate,ItemCodeSimple,EmergencyFlag,GIndex,SubBatchArea,DealerName,PVC,LineNo,FlowName,OptimizeList,FactoryCode,Info6DrillingNo,ItemCode,DiagonalLine,DoolFleng,DoolFwidth,DateTimeType,BatchSeq,SeeLightFlag,ReproduceFlag,CabinetNumber,ProductTypeName,PartTypeName,ModelType,HhWall,HhHandleface,DoorSerialNumber,HhLocktype,HhHingetype,OrderBrand,LineItemName,LineItemCode,HhMachiningOne,DetailRemark,HhBottomdis,DePlanComments,HgDoorSerialNumber,IsInsertedPanelLine,OldTaskNo,OldNeedItemNumber,TransverseStriation,HandleRemark,Specification,ProductDateEnd,BatchOrder,SourceColor,HhSpecification,HhMachiningTwo,HhSeq,MmGroovemessage,SealDarkintDamper,DoorPocketNum,HandleShortName,ColourTonal,MmColourmixture,MmSpecOrderRemark,BatchCarNo,BatchCarNoIndex,GcPanelType,SpecialProcess,EdgebandColour,SurfaceColor,EdgebandLogoFlag,TypeOfProduction,OriginLength,OriginWidth,DrillingNoLastFour,EdgebandLogoFlagExtend,HalmaMillType,CpnOuterColorDescriptionZH,PackageBatch,Shape,ShapeFlag,OrderBrandClass,Handle,PotColor,SpellTrayCode,TrayCode,Suite,RouteName,CommentsInValue,FilmCoverItemCode,FilmCoverPictureCode,Layer,SingleOrderSeat,SingleOrderArea,LastCol
1316230000000.0,175.0,525.0,176.0,525.0,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_16,381279230,P1433462400172-1,36,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,11,6,3,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1316228421009-36-1,,11月5日,,,,柜3区,南京,034B,1,智能矩形,,131622842,,FC11801VA,553.4,175.0,525.0,B,1,★,,,,,,,,Jan-66,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,Jan-36,0,,,,,175*525*18,,ZJ_ZN241102A1-1 | P1433462400172-1,034B,18*525*175,,66-1-,,；；,,,深花色,,,0,0,,,34,,,,176.0,525.0,1009,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1319090000000.0,1004.0,70.0,1004.0,71.0,1,VA_18_034B,1,FBD6_22_034,,FBD6_22_034,,0,1_6_10T,381279230,P0120052400199-8,38,支撑顶柜18mm加固条(VA),ZJ_ZN241102A1-1,2H,,,18,,,1,1,10,ZJ_ZN241102A1-1(1),,,小板件,,034BENF,,A6,,,1319094121022-38-1,,11月5日,,,,柜1区,潍坊,034B,17,4.0小板件,,131909412,,FG0218VA,1006.44,1004.0,70.0,B,1,,,,,,,,,27-17,,,索菲亚,支撑顶柜18mm加固条(VA),,  ,,扇地缝:,,38-17,0,,,,,1004*70*18,,ZJ_ZN241102A1-1 | P0120052400199-8,034B,18*70*1004,,27-17-,,；；,,,深花色,,,0,0,,,34,,,,1004.0,71.0,1022,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1316230000000.0,902.0,330.0,903.0,330.0,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_10,381279230,P1433462400172-1,36,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,11,4,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1316228421007-36-1,,11月5日,,,,柜3区,南京,034B,65,智能矩形,,131622842,,FC11801VA,960.47,902.0,330.0,B,1,★,,,,,,,,66-65,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,36-65,0,,,,,902*330*18,,ZJ_ZN241102A1-1 | P1433462400172-1,034B,18*330*902,,66-65-,,；；,,,深花色,,,0,0,,,34,,,,903.0,330.0,1007,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1318750000000.0,2355.0,327.0,2356.0,327.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P1433532400096-4,79,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左， 内进10K,,18,B5,,15,15,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318747191004-79-1,,11月5日,,,,柜3区,南京,034B,149,智能矩形,,131874719,,FC11801LVA,2377.59,2355.0,327.0,B,1,★,,,,,,,,159-149,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,79-149,0,,,,,2355*327*18,,ZJ_ZN241102A1-1 | P1433532400096-4,034B,18*327*2355,,159-149-,,；；,,左,深花色,,,0,0,,,34,,,,2356.0,327.5,1004,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,10K,,,,,,End
1320030000000.0,932.0,354.0,933.0,354.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0323142400085-3,57,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,6,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320033371008-57-1,,11月5日,,,,柜3区,杭州佳盛,034B,51,智能矩形,,132003337,,FC21801VA,996.97,932.0,354.0,B,1,,,,,,,,,74-51,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,57-51,0,,,,,932*354*18,,ZJ_ZN241102A1-1 | Y0323142400085-3,034B,18*354*932,,74-51-,,；；,,,深花色,,,0,0,,,34,,,,933.0,354.5,1008,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
1319660000000.0,415.0,233.0,416.0,233.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3525012400221-3,91,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,8,4,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319660321026-91-1,,11月5日,,,,柜3区,富阳区,034B,1,智能矩形,,131966032,,FG0318019VA,475.93,415.0,233.0,B,1,,,,,,,,,Jan-72,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,Jan-91,0,,,,,415*233*18,,ZJ_ZN241102A1-1 | P3525012400221-3,034B,18*233*415,,72-1-,,；；,,,深花色,,,0,0,,,34,,,,416.0,233.5,1026,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P042,,,6,,,,,,,End
1318240000000.0,528.0,344.0,529.0,344.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3345212400321-1,11,非标18mm中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,23,13,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318244751274-11-1,,11月5日,,,,柜3区,哈尔滨市,034B,128,智能矩形,,131824475,,FG0321802VA,630.17,528.0,344.0,B,1,,,,,,,,,183-128,,,索菲亚,非标18mm中固层(VA),,  ,,扇地缝:,,11-128,0,,,,,528*344*18,,ZJ_ZN241102A1-1 | P3345212400321-1,034B,18*344*528,,183-128-,,；；,,,深花色,,,0,0,,,34,,,,529.0,344.5,1274,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1318240000000.0,480.0,364.0,481.0,364.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3345212400321-1,11,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,23,4,10,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318244751028-11-1,,11月5日,,,,柜3区,哈尔滨市,034B,59,智能矩形,,131824475,1318240000000.0,FC21801VA,602.41,480.0,364.0,B,1,,,,,,,,,183-59,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,11-59,0,,,,,480*364*18,,ZJ_ZN241102A1-1 | P3345212400321-1,034B,18*364*480,,183-59-,,；；,,,深花色,,,0,0,,,34,,,,481.0,364.5,1028,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1320030000000.0,2321.0,334.0,2322.0,334.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0323142400085-5,49,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,4,1,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320033521002-49-1,,11月5日,,,,柜3区,杭州佳盛,034B,14,智能矩形,,132003352,,FC21801VA,2344.91,2321.0,334.0,B,1,,,,,,,,,29-14,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,49-14,0,,,,,2321*334*18,,ZJ_ZN241102A1-1 | Y0323142400085-5,034B,18*334*2321,,29-14-,,；；,,,深花色,,,0,0,,,34,,,,2322.0,334.5,1002,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
1320030000000.0,731.0,248.0,732.0,248.0,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_12,381279230,Y0323142400085-3,57,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,双,18,,,7,7,9,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1320033371026-57-1,,11月5日,,,,柜3区,杭州佳盛,034B,30,智能矩形,,132003337,1320030000000.0,FC11801VA,771.92,731.0,248.0,B,1,★,,,,,,,,74-30,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,57-30,0,,,,,731*248*18,,ZJ_ZN241102A1-1 | Y0323142400085-3,034B,18*248*731,,74-30-,,；；,,,深花色,,,0,0,,,34,,,,732.0,248.0,1026,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
