L_air,L_cut,L_cut_base,L_kerf_extra,L_lead,L_shared,N_lift,T_est,U,board,kerf_mode,lead_in,lead_out,min_trails_lb,n_comp,n_parts,n_stroke,n_tabs,odd_total,stroke_over_lb,tool_d
7767.099964791005,10666.23889803847,9695.0,471.23889803846896,500.0,2570.0,25,88.86539441977436,0.9345723595807579,1,tool_center,10.0,10.0,19,13,4,25,16,38,1.3157894736842106,6.0
8597.487109244117,13740.336233567701,12536.0,584.3362335677015,620.0,5384.0,31,110.69665538632674,0.9452096210696049,2,tool_center,10.0,10.0,23,15,5,31,19,46,1.3478260869565217,6.0
8384.791665876477,14367.933569096935,12930.5,697.4335690969341,740.0,5559.0,37,118.20925117723763,0.9407296425692018,3,tool_center,10.0,10.0,27,17,6,37,23,54,1.3703703703703705,6.0
6989.149757894355,13449.986677646162,12284.5,565.4866776461628,600.0,5231.0,30,105.2282329040195,0.9199244154797097,4,tool_center,10.0,10.0,22,14,5,30,19,44,1.3636363636363635,6.0
7744.198177403714,13314.539786195392,12421.0,433.53978619539146,460.0,5262.0,23,100.46109528578438,0.9552069336199946,5,tool_center,10.0,10.0,17,11,4,23,16,34,1.3529411764705883,6.0
8781.588008523468,17807.579572390783,16020.5,867.0795723907829,920.0,5782.5,46,143.40107387900085,0.9198212846009137,6,tool_center,10.0,10.0,34,22,7,46,28,68,1.3529411764705883,6.0
8240.131464442104,14338.586233567701,13134.25,584.3362335677015,620.0,6082.5,31,112.97319409672271,0.9238610252620263,7,tool_center,10.0,10.0,23,15,5,31,20,46,1.3478260869565217,6.0
10802.013920281577,18109.92779607694,16167.45,942.4777960769379,1000.0,7067.5,50,152.15366682094785,0.9387975846546627,8,tool_center,10.0,10.0,36,22,8,50,31,72,1.3888888888888888,6.0
9335.907267716335,16835.327351998476,14854.0,961.3273519984767,1020.0,6616.5,51,143.64845129542505,0.9352289371136792,9,tool_center,10.0,10.0,37,23,8,51,32,74,1.3783783783783783,6.0
9395.378535987933,15688.783125018474,14212.5,716.2831250184728,760.0,4699.0,38,127.63467269706824,0.8958069067454986,10,tool_center,10.0,10.0,28,18,6,38,24,56,1.3571428571428572,6.0
9328.305013449997,17427.880460547705,15718.5,829.3804605477054,880.0,7186.0,44,140.99601232963852,0.9175117575920452,11,tool_center,10.0,10.0,32,20,7,44,28,64,1.375,6.0
10377.91510070334,18165.72113490002,15640.5,1225.2211349000193,1300.0,7196.0,65,163.58443587590676,0.9113616131416286,12,tool_center,10.0,10.0,47,29,10,65,40,94,1.3829787234042554,6.0
9662.95403798166,20891.026463841554,18832.0,999.0264638415542,1060.0,8425.0,53,166.1810403951711,0.895418234345606,13,tool_center,10.0,10.0,39,25,8,53,32,78,1.358974358974359,6.0
11507.426602539446,18593.774243449247,16340.5,1093.274243449248,1160.0,6990.0,58,162.38372442232514,0.8934337207739855,14,tool_center,10.0,10.0,42,26,9,58,36,84,1.380952380952381,6.0
11670.613703922862,22612.91802635079,19815.75,1357.1680263507906,1440.0,8215.5,72,194.0058175395997,0.8994212745229777,15,tool_center,10.0,10.0,52,32,11,72,44,104,1.3846153846153846,6.0
12093.114794465591,21784.614917801562,18715.5,1489.114917801562,1580.0,6487.5,79,196.309304177939,0.8720133196721311,16,tool_center,10.0,10.0,57,35,12,79,48,114,1.3859649122807018,6.0
12627.613915886253,21353.9644737231,18246.0,1507.9644737231006,1600.0,6839.5,80,196.025050200388,0.8493019349637194,17,tool_center,10.0,10.0,58,36,12,80,48,116,1.3793103448275863,6.0
12331.434697258563,20142.41802635079,17345.25,1357.1680263507906,1440.0,6099.5,72,182.97495952627108,0.8964963215533459,18,tool_center,10.0,10.0,52,32,11,72,44,104,1.3846153846153846,6.0
12683.946856017703,21980.96003293849,18484.5,1696.4600329384882,1800.0,8658.5,90,207.27269387672786,0.8632768409029831,19,tool_center,10.0,10.0,65,40,14,90,53,130,1.3846153846153846,6.0
11752.056109521885,22365.407812546182,18674.7,1790.7078125461821,1900.0,6273.7,95,211.33115128177468,0.8055105818328406,20,tool_center,10.0,10.0,69,43,14,95,56,138,1.3768115942028984,6.0
15379.983113164788,20637.861809252332,17296.8,1621.0618092523332,1720.0,5487.8,86,202.7492752725912,0.7996327936038699,21,tool_center,10.0,10.0,62,38,13,86,52,124,1.3870967741935485,6.0
11882.800817962898,21197.903371761568,17118.699999999997,1979.2033717615698,2100.0,6083.0,105,213.75511849473364,0.6928393576995431,22,tool_center,10.0,10.0,73,41,16,105,64,146,1.4383561643835616,6.0
4200.101646349822,6189.286677646162,5023.799999999999,565.4866776461628,600.0,1338.4,30,63.34663668093046,0.16880788094598226,23,tool_center,10.0,10.0,22,14,5,30,19,44,1.3636363636363635,6.0
